scheme_code,scheme_name,fund_house,scheme_type,scheme_category,net_asset_value,date
100370,ICICI Prudential Short Term Gilt Fund - Dividend,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,12.1349,25-05-2018
100371,ICICI Prudential Short Term Gilt Fund - Growth,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,43.635,25-05-2018
100372,ICICI Prudential Short Term Gilt Fund - Half Yearly Dividend,ICICI Prudential Mutual Fund,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,Direct,11.2589,25-05-2018
100375,NIPPON INDIA GROWTH FUND - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,93.3726,27-10-2023
100376,Nippon India Growth Fund-Growth Plan-Bonus Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,449.6963,27-10-2023
100377,Nippon India Growth Fund-Growth Plan-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,2701.3742,27-10-2023
100378,NIPPON INDIA VISION FUND - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,52.0017,27-10-2023
100379,Nippon India Vision Fund-GROWTH PLAN-Bonus Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,162.8576,27-10-2023
100380,Nippon India Vision Fund-GROWTH PLAN-Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,966.9413,27-10-2023
100381,UTI Large Cap Fund-Income Option,UTI Mutual Fund,Open Ended Schemes,Income,0,13-04-2007
100382,UTI Large Cap Fund-Growth Option,UTI Mutual Fund,Open Ended Schemes,Income,0,13-04-2007
100383,NIPPON INDIA INCOME FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,10.6379,27-10-2023
100384,NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,12.8212,27-10-2023
100385,NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,12.2595,27-10-2023
100386,NIPPON INDIA INCOME FUND - ANNUAL IDCW Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,13.1728,27-10-2023
100387,Nippon India Income Fund - Growth Plan Growth Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,78.0966,27-10-2023
100388,Nippon India Income Fund - Growth Plan Bonus Option,Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,22.4522,27-10-2023
100414,Tata Hybrid Equity Fund- Regular Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,340.0928,27-10-2023
100415,Tata Ethical Fund-Regular Plan - Growth Option,Tata Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,307.5666,27-10-2023
100416,Tata Long Term Debt Fund - Regular Plan - Quarterly Dividend,Tata Mutual Fund,Open Ended Schemes,Income,11.6609,27-10-2017
100417,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,15.3414,23-09-2022
100418,Tata Income Fund -Regular Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,66.614,23-09-2022
100470,Franklin India BLUECHIP FUND - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,41.4042,27-10-2023
100471,Franklin India Bluechip Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,747.1613,27-10-2023
100472,Franklin India PRIMA FUND - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,71.8509,27-10-2023
100473,Franklin India Prima Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,1794.7894,27-10-2023
100474,Tata India Tax Savings Fund- Regular Plan - Payout of IDCW Option,Tata Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,78.5253,27-10-2023
100475,Tata Large Cap Fund -Regular Plan - Growth Option,Tata Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,367.1794,27-10-2023
100476,Taurus Flexi Cap Fund - Regular Plan - Growth ,Taurus Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,169.2,27-10-2023
100477,Taurus Discovery (Midcap) Fund - Regular Plan - Growth,Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,94.44,27-10-2023
100480,Taurus Taxshield - Regular Plan - Growth,Taurus Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,133.05,27-10-2023
100481,Franklin India Balanced Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,40.5585,08-08-2007
100482,Franklin India Balanced Fund-Div,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,35.0549,08-08-2007
100483,Franklin India Growth Fund,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,34.7349,08-08-2007
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Other Scheme - Index Funds,152.0494,27-10-2023
100485,Franklin India Govt.Sec. Fund-Composite Plan - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,04-06-2018
100486,Franklin India Govt.Sec. Fund-Composite Plan - Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,04-06-2018
100487,Franklin India Govt.Sec. Fund-Treasury Plan(Dividend Option),Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,28-07-2014
100489,Franklin India Govt.Sec. Fund-Treasury Plan(Growth Option),Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,28-07-2014
100490,Franklin India Govt.Sec. Fund-PF Plan - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,04-06-2018
100491,Franklin India Govt.Sec. Fund-PF Plan - Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,04-06-2018
100493,Franklin India Government Securities Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,51.7866,27-10-2023
100494,Franklin India Government Securities Fund - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,10.2104,27-10-2023
100495,Franklin India Govt.Sec. Fund-Long Term Plan - Bonus,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,08-06-2015
100496,Templeton India Value Fund - Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,519.7797,27-10-2023
100497,Templeton India Value Fund - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,87.9708,27-10-2023
100498,Franklin India Dynamic Accrual Fund - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,15.6675,07-08-2022
100499,Franklin India Dynamic Accrual Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,94.788,07-08-2022
100501,Templeton India Liquid Fund-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,13.0617,29-07-2006
100503,Franklin India Low Duration Fund - Monthly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,15.0351,07-08-2022
100504,Franklin India Low Duration Fund - Quarterly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,14.7667,07-08-2022
100505,Templeton Monthly Income Plan-Half Yearly Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,22-03-2010
100506,Templeton Monthly Income Plan-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,22-03-2010
100519,Franklin India Flexi Cap Fund - IDCW ,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,53.0915,27-10-2023
100520,Franklin India Flexi Cap Fund - Growth,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1151.0242,27-10-2023
100521,Franklin India Technology Fund - IDCW ,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,39.7417,27-10-2023
100522,Franklin India Technology Fund-Growth,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,355.2534,27-10-2023
100523,Franklin FMCG Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,12-09-2011
100524,Franklin INDIA OPPORTUNITIES FUND - IDCW ,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,28.009,27-10-2023
100525,Franklin India TAXSHIELD - IDCW ,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,53.6141,27-10-2023
100526,Franklin India Taxshield-Growth,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1036.3842,27-10-2023
100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,16.7409,27-10-2023
100528,Franklin India Corporate Debt Fund - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,86.5331,27-10-2023
100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,14.7943,27-10-2023
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,11.9734,27-10-2023
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,12.5715,27-10-2023
100532,Franklin India Corporate Debt Fund - Monthly Bonus,Franklin Templeton Mutual Fund,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,54EB Growth,0,08-06-2015
100535,Franklin India Pension Plan - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,16.9684,27-10-2023
100536,Franklin India Pension Plan-Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Solution Oriented Scheme - Retirement Fund,176.3418,27-10-2023
100537,Franklin India Liquid Fund - Regular Plan - Weekly - IDCW,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1244.2967,29-10-2023
100538,Franklin India Liquid Fund - Regular Plan - Growth,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,5312.1173,29-10-2023
100541,Franklin India Liquid Fund - Regular Plan - Daily - IDCW,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1509.3204,29-10-2023
100542,Franklin India Liquid Fund - Liquid Plan - Weekly Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,05-09-2011
100543,Franklin India Liquid Fund - Liquid Plan - Daily Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,05-09-2011
100544,Franklin India Liquid Fund - Liquid Plan - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,05-09-2011
100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,3492.6796,29-10-2023
100547,Franklin India Liquid Fund - Super Institutional Plan - Daily - IDCW,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1000,29-10-2023
100548,Franklin India Liquid Fund - Super Institutional Plan - Weekly - IDCW,Franklin Templeton Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,1022.3674,29-10-2023
100549,Franklin India Equity Hybrid Fund - IDCW ,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,25.3693,27-10-2023
100550,Franklin India Equity Hybrid Fund - Growth Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,201.7081,27-10-2023
100551,Templeton India Children�s Asset Plan-Education Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,11-08-2014
100552,Templeton India Children�s Asset Plan-Gift Plan - Growth,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,11-08-2014
100553,Templeton India Children�s Asset Plan-Gift Plan - Dividend,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,0,11-08-2014
100555,Franklin India Taxshield 96,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,0,10-07-2006
100556,Franklin India Taxshield 97,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,118.68,30-03-2007
100557,Franklin India Taxshield 98,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,136.7351,31-03-2008
100558,Franklin India Taxshield 99,Franklin Templeton Mutual Fund,Close Ended Schemes,Income,0,01-04-2009
100561,Templeton India Money Market Account - Bonus Plan,Franklin Templeton Mutual Fund,Open Ended Schemes,Income,1,22-10-2010
100563,DBS Chola Triple Ace-Regular -Cumulative,DBS Chola Mutual Fund,Open Ended Schemes,Income,25.1014,15-02-2010
100567,DBS Chola Triple Ace-Regular - Quarterly Dividend,DBS Chola Mutual Fund,Open Ended Schemes,Income,11.212,15-02-2010
100569,DBS Chola Triple Ace-Semi Annual Dividend,DBS Chola Mutual Fund,Open Ended Schemes,Income,10.6522,15-02-2010
100573,DBS Chola Triple Ace-Regular Bonus,DBS Chola Mutual Fund,Open Ended Schemes,Income,13.9613,15-02-2010
100574,DBS Chola Freedom Income -Short Term Fund-Regular-Monthly Dividend,DBS Chola Mutual Fund,Open Ended Schemes,Income,11.3367,15-02-2010
100575,DBS Chola Freedom Income -Short Term Fund-Regular - Cumulative,DBS Chola Mutual Fund,Open Ended Schemes,Income,14.5101,15-02-2010
100576,DBS Chola Freedom Income -Short Term Fund-Cum- Institutional Plan,DBS Chola Mutual Fund,Open Ended Schemes,Income,14.7454,15-02-2010
100579,DBS Chola Gilt-Investment-Quarterly Dividend,DBS Chola Mutual Fund,Open Ended Schemes,Income,10.7905,15-02-2010
100580,DBS Chola Gilt-Investment-Cumulative,DBS Chola Mutual Fund,Open Ended Schemes,Income,21.4422,15-02-2010
100589,Canara Robeco Expo-Income Plan,Canara Robeco Mutual Fund,Open Ended Schemes,Income,15.84,23-04-2008
100590,Canara Robeco Expo-Growth Plan,Canara Robeco Mutual Fund,Open Ended Schemes,Income,54.83,23-04-2008
100593,CANARA ROBECO EQUITY TAX SAVER FUND - REGULAR PLAN -IDCW (Payout),Canara Robeco Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,39.34,27-10-2023
100596,CANARA ROBECO GILT FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,14.6592,27-10-2023
100597,CANARA ROBECO GILT FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,65.5722,27-10-2023
100600,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,13.0715,27-10-2023
100601,CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,81.5024,27-10-2023
100602,Sundaram Medium Term Bond Fund Regular Plan- Quarterly Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,12.5008,27-10-2023
100603,Sundaram Medium Term Bond Fund Regular Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,61.6147,27-10-2023
100604,Sundaram Medium Term Bond Fund Regular Plan - Bonus,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,21.044,27-10-2023
100605,Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,0,26-09-2013
100606,Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,0,26-09-2013
100607,Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,0,26-09-2013
100608,Sundaram Medium Term Bond Fund Institutional Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,69.627,27-10-2023
100609,Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,12.7668,27-10-2023
100610,Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,12.5223,27-10-2023
100611,Sundaram Medium Term Bond Fund -Institutional Plan - Bonus Option,Sundaram Mutual Fund,105556;INF903J01JO9;INF903J01EQ5;Sundaram Low Duration Fund Regular Weekly Dividend,Formerly Super Institutional Plan,14.0397,09-12-2015
100612,Sundaram Growth Fund-Dividend,Sundaram Mutual Fund,Open Ended Schemes,Income,10.7271,16-09-2016
100613,Sundaram Growth Fund-Growth,Sundaram Mutual Fund,Open Ended Schemes,Income,119.9317,16-09-2016
100614,Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,13.6118,27-10-2023
100617,Sundaram Equity Hybrid Fund Regular Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Hybrid Scheme - Balanced Hybrid Fund,135.1375,31-12-2021
100618,Sundaram Money Fund Retail Plan - Growth,Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,41.3007,31-12-2021
100619,Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,12.4716,31-12-2021
100620,Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,10.0953,31-12-2021
100621,Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,11.9979,31-12-2021
100622,Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,11.1363,31-12-2021
100623,Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,10.291,31-12-2021
100630,quant Active Fund-IDCW Option - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,55.9161,27-10-2023
100631,quant Active Fund-GROWTH OPTION - Regular Plan,quant Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,488.9417,27-10-2023
100638,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,16.1484,27-10-2023
100639,SBI Magnum Income Fund-REGULAR PLAN-Growth,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,61.7411,27-10-2023
100640,SBI Magnum Income Fund-REGULAR PLAN-Bonus,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,37.4095,27-10-2023
100641,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,5297.4446,27-10-2023
100643,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,360 ONE Mutual Fund,Formerly Known as IIFL Mutual Fund,92.2486,27-10-2023
